id,category
0,0.6914165411531158
1,0.6684879167859359
2,0.7288630846042009
3,0.8368141020669518
4,0.9063910890251253
5,0.6269168878871287
6,0.5997726071858431
7,0.5779943909981805
8,0.8447922901143002
9,0.7327238319879192
10,0.8142323665607973
11,0.6481940072043735
12,0.5727631566645596
13,0.6648580207075186
14,0.7078659011709243
15,0.8891930718894414
16,0.7236551933897968
17,0.7395269483963723
18,0.5937183851586871
19,0.7314976210917145
