id,category
0,0.7993982863264051
1,0.5609163345323831
2,0.6123693082823911
3,0.7046288389959963
4,0.4095546800108307
5,0.6237045744063827
6,0.8396626830085407
7,0.6274954064304566
8,0.6941698752507394
9,0.4706368736287162
10,0.5805850685626313
11,0.5870856939762426
12,0.8110483956394493
13,0.7385497942355983
14,0.8996308467597228
15,0.463287920771439
16,0.5129846077429708
17,0.5905938313485143
18,0.7787834337963773
19,0.583281042773001
